system:index,Date,Longitude,PlotID,Type,description,doy-20140306,doy-20140322,doy-20140407,doy-20140423,doy-20140509,doy-20140525,doy-20140610,doy-20140626,doy-20140712,doy-20140728,doy-20140813,doy-20140829,doy-20140914,doy-20140930,doy-20141016,doy-20141101,doy-20141117,doy-20141203,doy-20141219,doy-20150101,doy-20150117,doy-20150202,doy-20150218,doy-20150306,doy-20150322,doy-20150407,doy-20150423,doy-20150509,doy-20150525,doy-20150610,doy-20150626,doy-20150712,doy-20150728,doy-20150813,doy-20150829,doy-20150914,doy-20150930,doy-20151016,doy-20151101,doy-20151117,doy-20151203,doy-20151219,doy-20160101,doy-20160117,doy-20160202,evi-20140306,evi-20140322,evi-20140407,evi-20140423,evi-20140509,evi-20140525,evi-20140610,evi-20140626,evi-20140712,evi-20140728,evi-20140813,evi-20140829,evi-20140914,evi-20140930,evi-20141016,evi-20141101,evi-20141117,evi-20141203,evi-20141219,evi-20150101,evi-20150117,evi-20150202,evi-20150218,evi-20150306,evi-20150322,evi-20150407,evi-20150423,evi-20150509,evi-20150525,evi-20150610,evi-20150626,evi-20150712,evi-20150728,evi-20150813,evi-20150829,evi-20150914,evi-20150930,evi-20151016,evi-20151101,evi-20151117,evi-20151203,evi-20151219,evi-20160101,evi-20160117,evi-20160202,geometry,name,ndvi-20140306,ndvi-20140322,ndvi-20140407,ndvi-20140423,ndvi-20140509,ndvi-20140525,ndvi-20140610,ndvi-20140626,ndvi-20140712,ndvi-20140728,ndvi-20140813,ndvi-20140829,ndvi-20140914,ndvi-20140930,ndvi-20141016,ndvi-20141101,ndvi-20141117,ndvi-20141203,ndvi-20141219,ndvi-20150101,ndvi-20150117,ndvi-20150202,ndvi-20150218,ndvi-20150306,ndvi-20150322,ndvi-20150407,ndvi-20150423,ndvi-20150509,ndvi-20150525,ndvi-20150610,ndvi-20150626,ndvi-20150712,ndvi-20150728,ndvi-20150813,ndvi-20150829,ndvi-20150914,ndvi-20150930,ndvi-20151016,ndvi-20151101,ndvi-20151117,ndvi-20151203,ndvi-20151219,ndvi-20160101,ndvi-20160117,ndvi-20160202,summaryQA-20140306,summaryQA-20140322,summaryQA-20140407,summaryQA-20140423,summaryQA-20140509,summaryQA-20140525,summaryQA-20140610,summaryQA-20140626,summaryQA-20140712,summaryQA-20140728,summaryQA-20140813,summaryQA-20140829,summaryQA-20140914,summaryQA-20140930,summaryQA-20141016,summaryQA-20141101,summaryQA-20141117,summaryQA-20141203,summaryQA-20141219,summaryQA-20150101,summaryQA-20150117,summaryQA-20150202,summaryQA-20150218,summaryQA-20150306,summaryQA-20150322,summaryQA-20150407,summaryQA-20150423,summaryQA-20150509,summaryQA-20150525,summaryQA-20150610,summaryQA-20150626,summaryQA-20150712,summaryQA-20150728,summaryQA-20150813,summaryQA-20150829,summaryQA-20150914,summaryQA-20150930,summaryQA-20151016,summaryQA-20151101,summaryQA-20151117,summaryQA-20151203,summaryQA-20151219,summaryQA-20160101,summaryQA-20160117,summaryQA-20160202,.geo
1751,1438300000000,-113.90287,130,Forage,,75,93,111,121,137,151,172,189,206,210,240,245,268,279,295,316,334,349,1,8,31,48,63,69,81,106,117,130,159,163,177,200,211,225,255,266,278,290,305,330,339,1,1,26,38,1777,2237,3375,2583,2626,2994,3237,4030,2742,3150,2910,2658,2846,2565,2181,3363,2976,3151,2698,2139,2728,3522,2910,2617,2570,2252,2371,3465,2964,3030,2861,2743,2679,2641,2600,2430,2567,3631,2844,2618,2720,2357,2357,2904,2041,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90287,46.47389]}",,1720,2222,5863,4944,5350,6016,7205,6857,6139,5690,5887,6693,6377,5539,6595,3222,3149,2663,2267,3646,4981,5954,5135,5219,5623,5222,5102,6393,6983,6220,6376,6341,5879,6225,6266,6090,7018,6497,6105,2709,4468,1753,1753,2163,2207,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90287,46.47389]}"
1752,1438300000000,-113.95672,131,Forage,,72,92,110,121,142,157,171,192,208,217,240,254,258,279,295,316,336,351,365,15,21,44,49,67,81,106,124,140,158,163,182,204,211,226,254,266,278,290,310,330,339,354,5,18,38,3046,2340,2272,2622,3266,4448,4763,4330,4217,4087,3498,3233,3254,2165,1624,2710,1042,2314,2421,1631,1766,2084,1821,2262,2110,2046,2924,3913,4491,4211,2266,4264,3728,4047,3167,2440,2532,2927,1327,1941,1878,1458,1444,1609,1760,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.95672,46.75569]}",,6520,6186,5250,5818,7266,7265,7457,7925,7761,7493,7417,7522,7105,6375,6316,8383,2323,4584,2216,4506,5183,5628,6273,5136,6227,5883,6234,6915,7338,7789,8603,7412,7561,7159,6870,7066,8286,9496,2763,2745,7628,1533,3033,2508,2666,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.95672,46.75569]}"
1753,1439420000000,-113.88476,132,Forage,,67,91,103,122,142,157,176,192,208,215,240,256,268,279,293,320,336,349,365,15,26,39,57,69,81,110,124,129,158,167,179,202,211,239,252,271,287,290,310,330,339,1,1,19,40,1054,1839,928,2517,2065,3422,2914,2892,2834,2663,2406,1946,2114,1523,1441,743,19,488,423,451,691,505,2450,1237,928,2193,2079,2060,3422,3591,2957,2612,2554,455,2024,1778,1438,2463,587,587,355,-327,-327,313,268,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88476,46.80851]}",,1455,2520,1111,4108,5584,6753,6420,6674,6690,6676,6570,6335,7091,6276,6085,3010,70,1190,450,1968,6016,2511,5007,2255,2459,4758,5053,5871,6535,6856,6535,6575,6461,595,6207,7085,6904,9389,1138,1956,1855,-1030,-1030,486,1104,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88476,46.80851]}"
1754,1439420000000,-113.85785,133,Forage,,67,91,110,121,132,157,174,187,194,215,240,249,258,279,293,315,336,351,365,15,21,39,64,67,81,106,124,140,158,163,179,202,223,226,254,263,287,290,311,330,339,2,4,19,38,1044,1093,607,673,1755,3348,2748,3653,3764,3096,2970,3177,3202,2493,2922,1263,1602,3845,1619,1712,1711,2368,2263,1421,1420,1396,2960,3047,3383,3154,3146,2906,2560,3597,3114,3085,2785,3983,1997,2288,2162,1306,1484,2030,1393,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.85785,46.75736]}",,820,810,512,559,1664,6572,6388,6444,6587,6383,6086,6251,5905,5970,6447,1008,1120,3147,1060,1218,1368,2009,1834,1347,1533,2208,5244,5525,6271,6160,5985,6149,6664,6909,6026,6197,6535,9294,1884,1753,1673,1089,1005,1873,1010,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.85785,46.75736]}"
1755,1439420000000,-113.99719,134,Forage,,80,81,103,121,137,153,171,183,194,210,231,251,263,283,293,315,321,351,365,1,26,44,49,78,86,108,124,129,156,163,177,195,213,226,254,271,278,289,311,330,339,354,5,25,41,1116,1515,1725,2035,2551,2195,3122,2588,2441,2798,1901,1866,1659,1778,1643,1241,1108,1810,470,570,1399,1697,1541,2104,1691,1776,2295,2227,2839,2733,2161,2140,2297,2256,1947,1635,1650,1336,1716,853,1436,452,104,675,890,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.99719,46.70002]}",,1897,3494,3958,3872,4772,4065,5252,5209,4128,4452,4006,3232,3586,3211,3513,885,962,2429,306,423,2821,3613,3179,4044,4258,3441,4339,4738,5176,5200,4541,4117,4111,3535,3589,3918,3921,2883,2963,625,1604,302,117,575,1153,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.99719,46.70002]}"
1756,1439420000000,-114.10089,135,Forage,,71,91,110,121,140,153,174,187,204,213,226,249,258,279,295,315,334,351,1,1,30,48,60,67,86,99,117,140,154,163,177,199,223,226,252,270,277,290,311,330,339,360,15,25,38,273,2398,3099,3146,3657,3010,2813,2856,2790,2790,2246,2032,2201,1815,1908,224,714,2243,-54,-54,1921,2186,1755,1789,2952,2788,2928,3007,2955,2764,2377,2403,2037,2285,1764,1938,1712,2193,1731,-51,-196,-88,-549,-700,-499,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10089,46.7061]}",,286,4475,5726,5616,6467,5101,5094,4710,5223,4901,3939,4004,3981,3716,4091,169,651,3867,-44,-44,3333,4084,3612,3846,5562,5242,5049,5190,5331,5054,4434,4075,4009,3788,3545,3623,3506,3514,3505,-41,-172,-62,-427,-514,-364,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10089,46.7061]}"
1757,1440630000000,-113.82493,136,Forage,,67,91,110,121,140,157,174,192,203,222,240,256,268,277,293,315,336,351,1,1,30,48,63,78,86,110,124,140,156,166,177,202,223,226,255,263,287,301,311,332,339,359,2,19,36,1332,3182,2189,2374,2839,4258,3331,3623,4073,2803,2451,2604,1913,1860,2013,1856,1376,2079,963,963,1645,1764,1945,2208,1490,2584,2775,3340,4021,3226,3261,3087,2669,3267,1953,2538,1840,921,2313,1587,1425,489,728,991,1567,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.82493,46.8152]}",,2424,3640,6069,5719,6905,7409,7259,7238,7298,7023,5872,6630,7054,6641,7012,2603,2018,7155,1846,1846,3731,5549,5570,5661,6986,6087,6112,6292,7077,8023,7369,7166,7488,6611,7078,6583,7594,9230,5684,2312,3192,668,1759,1619,1607,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.82493,46.8152]}"
1758,1440630000000,-113.90181,137,Forage,,71,92,98,122,142,157,176,192,208,215,240,249,263,279,295,316,336,349,365,15,21,39,63,68,81,110,124,129,159,164,179,202,211,226,255,271,273,290,311,332,339,1,4,19,38,1794,2067,1611,3037,2862,4447,4142,4232,4056,3806,3377,3317,3171,2884,2701,2720,1028,2869,3730,2264,2829,2398,2506,3349,2148,3303,2788,3033,3754,4499,4030,3480,3586,4309,3145,3158,3125,3281,2470,3156,3114,1614,1855,2730,2162,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90181,46.79952]}",,1424,1934,1424,4272,6061,7244,6926,7367,7238,7175,6613,6684,6700,6592,6705,3255,1105,2646,3434,2500,2293,2392,2526,4637,3944,5957,5438,6589,7689,7496,6949,6801,6838,7319,7124,7319,6846,8927,2411,3468,3162,1305,1866,2371,1946,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,2,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90181,46.79952]}"
1759,1440630000000,-114.01554,138,Forage,,80,91,103,128,132,156,172,183,203,217,240,249,263,279,295,316,326,349,1,1,26,44,49,69,90,108,124,129,154,163,179,195,223,226,255,266,273,289,311,330,339,361,15,25,41,1253,1944,2158,1823,2395,2317,2036,1812,1745,1518,1380,1466,1332,1203,1288,1078,736,1991,295,295,1367,1732,1867,1951,2374,2546,2316,2228,1957,1869,1702,1516,1363,1583,1269,1263,1208,1340,1475,58,396,397,-117,769,829,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.01554,46.67762]}",,2860,3395,4084,3365,3935,4394,4039,3474,2986,2762,2795,2821,2592,2501,2801,936,1580,2790,196,196,2908,3453,3762,3449,4510,4386,3936,4143,3879,3595,3099,2823,2826,2502,2624,2500,2420,2542,2629,43,344,272,-75,863,4083,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,2,2,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.01554,46.67762]}"
1760,1440630000000,-113.93647,139,Forage,,75,91,103,121,142,153,172,192,203,210,240,256,263,279,293,320,321,349,365,8,30,48,49,78,81,106,117,129,159,163,179,206,211,226,255,271,277,290,312,330,339,360,15,26,38,1279,1976,1886,2138,2628,3386,2390,3225,3398,2800,2006,2518,1819,1762,1770,1064,1849,848,828,1418,1769,2029,1225,2198,1669,1906,2574,2606,3190,3185,2825,3139,2632,2746,2077,2127,1908,2487,1732,573,1457,1064,914,588,711,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.93647,46.44501]}",,2270,3486,4375,4375,6037,5991,5227,6207,5693,4753,4506,5411,4605,4649,4758,1194,3136,990,900,5415,4425,3961,4118,5073,4322,4819,5171,5879,6672,5948,5366,5435,5246,4520,5388,5939,4578,4528,2711,643,2815,1243,986,577,767,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.93647,46.44501]}"
1761,1441840000000,-114.0245,140,Forage,,71,91,103,128,142,156,171,183,204,219,229,249,263,279,295,316,321,349,1,1,30,44,53,67,86,103,124,142,154,167,179,202,223,226,254,266,287,289,311,330,339,356,5,25,40,1085,1541,1490,2408,2513,2594,3794,2479,3718,4053,4664,2999,1831,1830,1558,871,1077,1679,72,72,1448,1649,1842,1722,1958,2760,1899,2423,2099,2682,3774,3321,4222,2930,4267,2286,3849,1594,3294,179,301,142,1,102,1904,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.0245,46.67389]}",,2575,2869,2907,3969,4595,4611,5537,4351,5914,5445,6656,5001,3475,3124,3257,784,1028,2930,49,49,3188,3461,3679,3458,4224,4300,3263,4000,4190,4218,5477,5331,6652,4491,6160,3954,6063,3020,5405,121,235,100,1,89,3306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.0245,46.67389]}"
1762,1441840000000,-114.11503,141,Forage,,71,95,108,119,142,153,174,192,208,210,240,249,268,279,293,316,334,351,1,1,30,48,60,78,90,111,124,142,159,163,179,202,211,226,255,271,278,290,311,330,339,3,3,25,38,1526,1618,2484,2004,3124,4246,3420,3551,3426,3585,2682,2713,2739,2194,2346,3560,2839,3226,2120,2120,2202,3002,2215,2423,2143,2488,2607,3810,3495,3971,3302,3049,3002,3103,2431,2446,2655,2821,3126,2107,2530,246,246,2363,1566,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.11503,46.68808]}",,1623,1771,5689,4895,6257,6477,6656,6290,6407,6094,5411,5829,6082,5477,5447,5039,3861,5698,1846,1846,3549,5337,4122,4861,4872,5590,4958,6368,7125,6833,5835,5934,5876,5512,5795,5752,6152,5259,5138,1871,4149,213,213,2581,1566,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.11503,46.68808]}"
1763,1441930000000,-113.76189,142,Forage,,67,93,109,121,142,157,173,183,194,217,237,254,258,277,295,315,336,351,1,1,21,44,63,69,81,106,117,140,159,176,177,202,211,226,254,268,277,290,311,332,339,354,5,19,38,-232,1821,2020,2434,3298,4267,4667,3620,3053,3347,3435,2946,2540,2666,2092,1038,450,2174,242,242,-394,1687,1499,1996,1736,2508,2694,3113,2795,3609,2966,2951,4048,3243,3616,3834,3849,3222,2065,1026,1160,745,694,-217,-282,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76189,46.79442]}",,-167,3517,3984,4381,6018,6229,6810,6583,5485,5603,6044,6027,5122,5409,4652,856,319,3680,164,164,-277,3287,3010,3696,3628,4648,4864,5116,5507,6143,5537,5430,6633,5437,6149,6356,6268,6004,4827,892,1219,537,540,-169,-203,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,3,3,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76189,46.79442]}"
1764,1441930000000,-113.84372,143,Forage,,67,91,103,120,142,153,174,192,208,217,240,249,263,279,295,320,336,351,365,15,21,37,59,69,89,110,124,140,159,163,179,202,211,226,252,268,273,290,311,330,339,3,4,25,38,917,-14,1010,1149,2334,3037,3349,4321,4410,4316,4070,4025,3079,2847,2613,1648,1679,2913,1855,1583,1859,1649,3278,1309,2401,2814,2495,2760,3384,4012,4389,4024,4106,4392,3607,3060,3015,3364,2573,2979,2707,603,2429,925,1845,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84372,46.72363]}",,756,-19,771,1513,5448,5887,6873,7323,7598,7407,7582,7446,6713,6603,6741,1618,1739,2988,1466,1738,1427,1507,2985,1187,5545,4890,5272,5539,7288,7102,7519,7585,7517,7449,7089,6232,6779,5860,2871,3062,3307,492,1971,952,1460,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84372,46.72363]}"
1765,1443050000000,-113.85265,144,Forage,,67,91,103,121,140,157,162,183,208,215,240,254,268,277,295,315,334,349,365,15,21,39,64,67,86,106,124,129,159,166,179,202,211,226,255,271,287,301,311,331,337,359,4,19,38,1678,2774,1998,2334,2790,3772,3708,2983,2957,2732,2500,2164,2032,1925,1675,1653,1038,1524,1383,882,1436,1952,2516,1844,2101,1956,2567,2437,2822,3044,2937,2532,2789,3339,2119,1990,1933,1584,2034,1992,957,1029,690,1610,1362,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.85265,46.8339]}",,4099,6646,6450,6166,7855,7521,7175,7530,7408,7242,7110,7463,7536,7659,7405,4452,2592,5251,4392,5114,7987,6582,5823,6957,7132,6551,6097,7018,7919,8226,6923,6893,7238,7126,7793,7836,8083,8194,7964,9885,1713,1344,1400,3144,3700,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.85265,46.8339]}"
1766,1443050000000,-114.02115,145,Forage,,71,91,101,128,140,156,162,192,208,219,240,249,258,279,295,316,326,349,1,1,26,44,53,65,86,99,124,142,159,167,190,195,223,226,243,268,287,289,311,330,339,361,5,25,38,1199,1789,1810,2005,2583,2556,3577,4011,5416,7231,5294,5597,3737,2465,1634,1398,1240,1433,377,377,1173,1663,1436,1007,1689,2082,2109,2397,2467,3434,4344,3519,4031,3858,3389,3247,4396,2761,3357,499,158,414,1,-30,1475,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02115,46.66974]}",,2405,3118,3461,3378,4776,4395,5019,5746,6950,7571,7177,7376,5593,3914,3408,1270,3323,2618,268,268,2911,3357,2822,2682,3663,3677,3562,4073,5020,5132,5875,5533,6545,5293,5263,4961,6369,4584,5340,344,119,283,1,-25,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,2,2,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02115,46.66974]}"
1767,1443050000000,-113.96675,146,Forage,,71,93,111,128,142,153,171,192,206,217,240,249,268,279,295,320,321,349,1,15,26,48,49,78,86,111,124,129,159,163,179,204,223,229,255,271,278,289,311,330,339,354,5,26,38,1685,1800,2497,2808,3146,4153,4790,4219,3620,3808,3305,3197,2635,2321,1994,1430,2179,1304,751,1152,1069,2992,2049,2961,2446,2576,2831,2855,3755,4277,3930,3857,3173,3351,2702,2377,2549,2040,1477,849,1474,337,408,1366,1058,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.96675,46.70864]}",,1794,1720,4202,5355,6843,7128,7380,7399,7565,7059,6879,7156,7061,6467,7118,2345,5889,1978,1367,2305,1881,3544,3809,5343,6719,6708,5593,6572,8087,7437,7006,6876,7601,6382,7348,6921,7716,6229,1988,1630,2773,448,415,1611,1178,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.96675,46.70864]}"
1768,1443050000000,-113.92126,147,Forage,,75,93,103,121,142,149,174,187,194,217,240,249,268,279,295,317,326,349,1,1,31,44,49,69,86,106,124,129,159,163,179,195,218,226,255,263,273,290,305,330,339,1,10,26,38,1785,2161,1653,2031,2238,1244,2289,2576,2497,2068,1915,1925,1878,1647,1657,2334,2243,1222,867,867,1762,1705,1625,1847,1807,1738,2023,1915,2206,2354,2209,1977,1715,2727,1761,2111,1782,2558,1992,1530,1874,756,436,1073,1143,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.92126,46.46943]}",,3323,3920,3819,4090,5004,5578,5062,4605,4420,4041,4348,4123,4706,4101,4329,4069,9140,962,678,678,4563,4152,4442,4004,4951,4188,4106,4508,5497,4817,4365,4248,3970,4792,4574,4127,4464,4471,3927,1544,3893,601,380,863,1220,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.92126,46.46943]}"
1769,1444090000000,-113.9809,148,Forage,,80,81,111,128,142,153,171,192,194,213,240,245,258,279,295,315,321,349,359,1,26,48,49,78,86,110,124,129,159,163,179,199,213,229,252,266,278,289,311,330,339,354,5,18,38,1099,1522,1713,2215,2575,3497,4267,3490,3892,2968,2776,2630,2621,2076,1875,1415,2325,1968,669,1044,1125,2033,1110,1619,1972,2353,2424,2491,3199,3634,3231,3568,3193,2458,2318,2053,2229,1862,1357,1159,1390,477,424,1039,840,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.9809,46.70978]}",,868,1803,2584,4233,5722,6258,6812,6389,6256,6313,5883,6591,5651,5270,5788,1458,3041,1948,558,976,1243,2543,2055,2851,5456,4843,4862,5604,7085,6652,6045,6150,5728,4715,5268,5147,6316,4817,1326,1086,1356,484,525,1002,673,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.9809,46.70978]}"
1770,1444180000000,-113.84646,149,Forage,,67,91,110,120,143,156,174,192,208,222,237,256,268,279,295,317,336,349,1,15,21,39,59,67,81,107,124,129,159,163,186,202,211,239,255,271,278,290,311,332,339,2,4,19,38,2589,2304,2567,3110,3936,3428,3558,4022,4136,3500,4357,3057,3231,3084,3145,473,2553,3445,2632,3217,3387,3089,3842,2372,2903,3800,2822,3007,3266,3944,3463,3418,3466,702,2975,3088,3392,4076,3302,2874,2965,2775,2563,1888,2578,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84646,46.78766]}",,2655,2030,3192,5003,7346,7556,7193,7177,7553,7450,7609,6596,7216,7019,7203,304,2224,2948,2474,2947,2987,2981,5321,2928,5291,7458,5499,7178,7387,7093,6759,7201,6980,855,7152,7650,8103,9276,3550,2971,2725,2558,1973,2506,2325,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84646,46.78766]}"
1771,1444180000000,-113.88317,150,Forage,,67,92,103,121,142,156,162,192,206,215,238,249,263,279,293,316,334,349,1,1,26,39,59,67,86,110,124,129,159,161,181,202,211,226,255,271,278,290,311,330,339,1,5,19,38,1319,1768,1672,2311,3191,3616,4563,4138,3570,3264,2801,3068,2088,1835,1571,2235,869,1007,825,825,1353,1687,2990,1659,1898,2504,2591,2853,3389,3513,4292,3316,3443,3378,2299,2379,2394,2511,1575,1887,1832,239,1410,775,1105,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88317,46.83694]}",,1351,4320,2348,5235,6993,7533,7352,7516,7677,6590,7253,7128,6084,6260,6672,3934,1437,2038,2073,2073,6209,3087,5773,3792,7062,5212,5307,6510,8019,7507,7178,7050,7167,6181,7198,6497,7293,8820,3831,1951,3932,329,2041,1157,1891,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88317,46.83694]}"
1772,1444260000000,-113.91847,151,Forage,,75,91,110,121,142,153,172,188,194,217,240,245,267,279,295,317,326,349,1,1,31,44,49,65,86,106,117,129,159,167,179,195,211,226,254,270,277,290,310,330,339,2,10,26,38,1869,1617,1934,2166,2156,2744,2200,2199,2594,2087,1832,2113,2120,1889,2164,1065,2498,1061,1214,1214,2219,1980,2116,1850,2078,2052,2097,1948,2183,3143,2335,1996,2101,2800,2241,2246,2186,2573,519,1429,2692,796,385,1000,887,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.91847,46.46453]}",,2461,3155,4451,4362,4693,4908,5265,5095,4384,4041,4111,5209,4137,4421,5142,917,7571,806,913,913,5216,4573,4756,4467,5300,4314,3957,4467,5206,5207,4378,4038,4325,4700,4123,4213,4459,4230,527,1295,3819,564,417,812,764,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.91847,46.46453]}"
